compliance_label,compliance_score,domain,error,language_detected,q_1.1_answer,q_1.1_evidence,q_1.2_answer,q_1.2_evidence,q_1.3_answer,q_1.3_evidence,q_2.1_answer,q_2.1_evidence,q_2.2_answer,q_2.2_evidence,q_2.3_answer,q_2.3_evidence,q_2.4_answer,q_2.4_evidence,q_3.2_answer,q_3.2_evidence,q_4.1_answer,q_4.1_evidence,q_4.2_answer,q_4.2_evidence,q_5.1_answer,q_5.1_evidence,q_5.2_answer,q_5.2_evidence,q_5.3_answer,q_5.3_evidence,q_5.4_answer,q_5.4_evidence,q_5.5_answer,q_5.5_evidence,q_5.6_answer,q_5.6_evidence,q_5.7_answer,q_5.7_evidence,q_5.8_answer,q_5.8_evidence,q_6.1_answer,q_6.1_evidence,q_7.1_answer,q_7.1_evidence,q_7.2_answer,q_7.2_evidence,q_7.3_answer,q_7.3_evidence,q_8.1_answer,q_8.1_evidence,q_8.2_answer,q_8.2_evidence,q_9.1_answer,q_9.1_evidence,status,summary,translation_performed
PARTIALLY_COMPLIANT,45,machineryline.de,,German,YES,Der Betreiber ist Linemedia Sp. z o.o.,YES,"Die Adresse des Betreibers ist Nowy Sacz, ul. Józefa Kraszewskiego 6.",NO,Es werden keine Kontaktdaten eines Datenschutzbeauftragten bereitgestellt.,PARTIAL,Die Zwecke der Verarbeitung personenbezogener Daten sind nicht klar definiert.,PARTIAL,Es wird nicht für jeden Zweck die rechtliche Grundlage angegeben.,NO,Es wird kein legitimes Interesse beschrieben.,NO,"Es wird nicht erklärt, wie Nutzer ihre Einwilligung geben oder widerrufen können.",NO,Es wird keine Aufbewahrungsfrist oder Kriterien zur Bestimmung der Aufbewahrungsdauer angegeben.,PARTIAL,Es werden keine spezifischen Empfänger oder Kategorien von Empfängern genannt.,NO,"Es wird nicht erwähnt, ob Daten außerhalb der EU/EEA übertragen werden.",YES,"Es wird auf das Recht der Nutzer hingewiesen, auf ihre personenbezogenen Daten zuzugreifen.",YES,"Es wird auf das Recht der Nutzer hingewiesen, unrichtige Daten zu berichtigen.",YES,"Es wird auf das Recht der Nutzer hingewiesen, die Löschung ihrer Daten zu verlangen.",YES,"Es wird auf das Recht der Nutzer hingewiesen, die Verarbeitung ihrer Daten einzuschränken.",NO,Es wird nicht auf das Recht auf Datenübertragbarkeit hingewiesen.,NO,"Es wird nicht auf das Recht der Nutzer hingewiesen, der Verarbeitung zu widersprechen.",NO,"Es wird nicht auf das Recht der Nutzer hingewiesen, ihre Einwilligung jederzeit zu widerrufen.",YES,"Es wird auf das Recht der Nutzer hingewiesen, eine Beschwerde bei einer Aufsichtsbehörde einzureichen.",NO,"Es wird nicht erwähnt, ob automatisierte Entscheidungen getroffen werden.",NO,Es wird nicht auf die Verwendung von Cookies oder ähnlichen Technologien hingewiesen.,NO,"Es wird nicht erklärt, wie Nutzer Cookies verwalten oder deaktivieren können.",NO,"Es wird nicht erwähnt, ob Drittanbieter-Cookies verwendet werden.",PARTIAL,"Die Sprache ist teilweise klar, aber einige Abschnitte sind rechtlich komplex.",YES,Die Datenschutzerklärung ist auf der Webseite leicht zugänglich.,NO,"Es wird nicht erwähnt, ob Daten von Dritten gesammelt werden.",success,"The privacy policy has several areas of non-compliance, particularly regarding the clarity of data processing purposes, legal bases, and cookie management.",True
PARTIALLY_COMPLIANT,85,machineryline.ee,,Estonian,YES,The personal data controller is Linemedia spółka z ograniczoną odpowiedzialnością.,YES,Contact via a form included in the Contacts tab.,YES,We have appointed a Personal Data Protection Officer to whom you can contact with any questions.,YES,Users’ personal data are collected for purposes such as providing services and improving quality.,YES,Processing is necessary to execute the agreement whose party is the person whom the data concerns.,PARTIAL,"Legitimate interests are mentioned, but specific interests are not detailed.",YES,Users can withdraw their consent at any time.,YES,Data is processed for the time of providing the service until the user's account is deleted.,YES,The Controller may make information available to affiliates and third-party service providers.,YES,Data may be transferred outside the EEA with appropriate safeguards.,YES,Users have the right to access their personal data.,YES,Users have the right to correct personal data.,YES,Users have the right to erasure ('right to be forgotten').,YES,Users have the right to restrict processing.,YES,Users have the right to data portability.,YES,Users have the right to object to processing.,YES,Users can withdraw their consent at any time.,YES,Users have the right to lodge a complaint with a supervisory authority.,NO,There is no mention of automated decision-making.,YES,The policy mentions the use of cookies and similar tracking technologies.,YES,Users may change the settings of their browsers to reject cookies.,YES,The policy states that third parties may collect information using cookies.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,There is no mention of collecting data from third parties.,success,"The privacy policy is largely compliant with GDPR requirements, but lacks details on legitimate interests and third-party data sources.",True
PARTIALLY_COMPLIANT,85,machineryline.ie,,Polish,YES,The personal data controller is Linemedia spółka z ograniczoną odpowiedzialnością.,YES,Contact via a form included in the Contacts tab.,YES,We have appointed a Personal Data Protection Officer to whom you can contact.,YES,"Users’ personal data are collected, stored and used by the Controller with the consent of the persons they concern.",YES,Legal basis for processing data for particular goals: Processing is necessary to execute the agreement.,PARTIAL,Processing is necessary for the purposes resulting from legally justified interests pursued by the Controller.,YES,Every User who expressed their consent to processing their personal data has the right to withdraw their consent at any time.,YES,The period in which the Administrator processes data depends on the type of the service provided.,YES,The Controller may make information available to affiliates in any third country.,YES,The transfer of personal data to a third country or international organization may take place if there is a special public decision.,YES,The valid provisions on privacy protection grant the User the right of access to personal data.,YES,The right to correct personal data (Article 16 GDPR).,YES,The right to delete personal data (the right to be forgotten) (Article 17 GDPR).,YES,The right to limit processing of personal data (Article 18 GDPR).,YES,The right to transfer personal data (Article 20 GDPR).,YES,The right to object to processing personal data (Article 21 GDPR).,YES,Users can withdraw their consent at any time.,YES,Users have the right to lodge a complaint with the supervisory authority.,NO,The policy does not mention automated decision-making.,YES,The Controller can collect certain information using technologies such as cookies.,YES,Users may change the settings of their browsers to reject all or some cookies.,YES,The Controller may allow third parties to collect information using these types of technologies.,YES,"The policy is presented in clear, plain, and intelligible language.",YES,The policy is easily accessible on the website.,NO,The policy does not provide information about data collected from third parties.,success,"The privacy policy is mostly compliant with GDPR requirements, but lacks details on legitimate interests and third-party data sources.",True
PARTIALLY_COMPLIANT,85,machineryline.it,,Italian,YES,The personal data controller is Linemedia spółka z ograniczoną odpowiedzialnością.,YES,Contact via a form included in the Contacts tab.,YES,Contact the Personal Data Protection Officer via email at iod@linemedia.com.,YES,Users’ personal data are collected for purposes such as providing services and improving quality.,YES,Processing is necessary to execute the agreement whose party is the person whom the data concerns.,PARTIAL,Legitimate interests are mentioned but not explicitly detailed.,YES,Users can withdraw consent at any time as stated in the policy.,YES,Data is processed until the user's account is deleted or consent is withdrawn.,YES,The policy identifies recipients such as affiliates and third-party service providers.,YES,Data may be transferred outside the EEA with appropriate safeguards.,YES,Users are informed of their right to access personal data.,YES,Users have the right to correct personal data as stated in the policy.,YES,Users have the right to erasure as outlined in the policy.,YES,Users can restrict processing of their personal data.,YES,Users are informed of their right to data portability.,YES,"Users have the right to object to processing, especially for direct marketing.",YES,Users can withdraw consent at any time as stated in the policy.,YES,Users are informed of their right to lodge a complaint with a supervisory authority.,NO,The policy does not mention automated decision-making.,YES,The policy mentions the use of cookies and similar tracking technologies.,YES,Users can change their browser settings to manage cookies.,YES,The policy states that third-party cookies may be used.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,The policy does not provide information about data collected from third parties.,success,"The privacy policy is mostly compliant with GDPR requirements, but lacks details on legitimate interests and third-party data sources.",True
PARTIALLY_COMPLIANT,85,machineryline.nl,,Dutch,YES,The personal data controller is Linemedia spółka z ograniczoną odpowiedzialnością.,YES,Contact via a form included in the Contacts tab.,YES,Contact the Personal Data Protection Officer via email at iod@linemedia.com.,YES,Users’ personal data are collected for purposes such as providing services and improving quality.,YES,Processing is necessary to execute the agreement whose party is the person whom the data concerns.,PARTIAL,"Legitimate interests are mentioned, but specific interests are not detailed.",YES,Users can withdraw consent at any time as stated in the policy.,YES,Data is processed for the time of providing the service until the user's account is deleted.,YES,The policy identifies recipients such as affiliates and third-party service providers.,YES,Data may be transferred outside the EEA with appropriate safeguards.,YES,Users are informed of their right to access their personal data.,YES,Users have the right to correct personal data as stated in the policy.,YES,Users are informed of their right to erasure (the right to be forgotten).,YES,Users have the right to restrict processing as mentioned in the policy.,YES,Users are informed of their right to data portability.,YES,Users are informed of their right to object to processing.,YES,Users can withdraw consent at any time as stated in the policy.,YES,Users are informed of their right to lodge a complaint with a supervisory authority.,NO,The policy does not mention automated decision-making.,YES,The policy mentions the use of cookies and similar tracking technologies.,YES,Users can change their browser settings to manage cookies.,YES,The policy states that third-party cookies may be used.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,The policy does not provide information on data collected from third parties.,success,"The privacy policy is mostly compliant with GDPR requirements, but lacks details on legitimate interests and third-party data sources.",True
NON_COMPLIANT,20,luminus.be,,Dutch,YES,Luminus NV is identified as the organization responsible for the data.,YES,"Contact details for Luminus NV are provided, including address and phone number.",NO,There is no mention of a Data Protection Officer or their contact details.,PARTIAL,"The policy mentions that personal data is processed to provide information and manage contracts, but lacks detailed purposes.",NO,The legal basis for processing personal data is not specified.,NO,There is no mention of legitimate interests being used.,NO,The policy does not explain how users can give or withdraw consent.,NO,There is no specification of data retention periods or criteria.,NO,The policy does not identify recipients or categories of recipients of personal data.,NO,There is no mention of international data transfers or safeguards.,NO,The right to access personal data is not mentioned.,NO,The right to rectification is not addressed.,NO,The right to erasure is not mentioned.,NO,The right to restrict processing is not addressed.,NO,The right to data portability is not mentioned.,NO,The right to object to processing is not addressed.,NO,The right to withdraw consent is not mentioned.,NO,The right to lodge a complaint with a supervisory authority is not mentioned.,NO,There is no mention of automated decision-making.,NO,The policy does not mention the use of cookies.,NO,There is no explanation on how to manage or disable cookies.,NO,The policy does not state whether third-party cookies are used.,PARTIAL,"The language is somewhat clear, but could be more user-friendly.",YES,The policy is easily accessible on the website.,NO,There is no mention of data collected from third parties.,success,"The privacy policy lacks essential elements required by GDPR, including details on data processing purposes, legal bases, user rights, and cookie usage, resulting in a low compliance score.",True
PARTIALLY_COMPLIANT,55,lumsa.it,,Italian,YES,The policy identifies the data controller as 'Università di Roma LUMSA'.,PARTIAL,Contact details are not fully provided; only the name of the organization is mentioned.,YES,The policy states that a Data Protection Officer has been appointed and provides contact details.,YES,The policy clearly states the purposes for which personal data is processed.,PARTIAL,The legal basis for processing is mentioned but not specified for each purpose.,NO,There is no description of legitimate interest if it is used.,NO,The policy does not explain how users can give and withdraw consent.,PARTIAL,The retention period is mentioned but lacks specific criteria for determining it.,YES,The policy identifies recipients of personal data.,NO,There is no mention of international data transfers or safeguards.,YES,The policy informs users of their right to access their personal data.,YES,It informs users of their right to rectification.,YES,The right to erasure is clearly stated.,YES,Users are informed of their right to restrict processing.,NO,The right to data portability is not mentioned.,NO,There is no information about the right to object to processing.,NO,The right to withdraw consent is not mentioned.,YES,The policy informs users of their right to lodge a complaint.,NO,There is no mention of automated decision-making.,YES,The policy mentions the use of cookies and tracking technologies.,NO,There is no explanation on how users can manage or disable cookies.,NO,The policy does not state whether third-party cookies are used.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,There is no information about collecting data from third parties.,success,"The privacy policy covers several key aspects of GDPR compliance but lacks clarity on legal bases, consent management, and international data transfers, resulting in a partially compliant status.",True
PARTIALLY_COMPLIANT,67,lunet.it,,Italian,YES,The data controller is identified as LUCENSE SCaRL.,YES,Contact details include the address and email of the controller.,NO,There is no mention of a Data Protection Officer (DPO).,YES,"The policy states that data will be collected for determined, explicit, and legitimate purposes.",PARTIAL,The legal basis is implied but not explicitly stated for each purpose.,NO,There is no mention of legitimate interest as a legal basis.,NO,There is no explanation on how users can give and withdraw consent.,YES,The retention period is specified as not exceeding the purposes for which data was collected.,NO,The policy does not identify any recipients or categories of recipients.,YES,It states that data is not transferred outside of Italy.,YES,Users are informed of their right to access their personal data.,YES,Users are informed of their right to rectification.,YES,Users are informed of their right to erasure.,YES,Users are informed of their right to restrict processing.,YES,Users are informed of their right to data portability.,YES,Users are informed of their right to object to processing.,NO,There is no mention of the right to withdraw consent.,YES,Users are informed of their right to lodge a complaint with a supervisory authority.,NO,There is no mention of automated decision-making.,YES,The policy mentions the use of cookies.,NO,There is no explanation on how users can manage or disable cookies.,NO,The policy does not state whether third-party cookies are used.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,There is no mention of collecting data from third parties.,success,"The privacy policy covers many essential aspects of GDPR compliance but lacks clarity on consent withdrawal, third-party data sharing, and the DPO's contact details.",True
NON_COMPLIANT,0,luontoon.fi,,Finnish,NO,The policy does not identify the data controller.,NO,The policy does not provide any contact details for the controller.,NO,There is no mention of a Data Protection Officer or their contact details.,NO,The policy does not state any purposes for processing personal data.,NO,There is no specification of legal bases for processing.,NO,The policy does not describe any legitimate interests.,NO,There is no explanation on how users can give or withdraw consent.,NO,The policy does not specify any data retention period.,NO,There is no identification of recipients or categories of recipients.,NO,The policy does not mention international data transfers or safeguards.,NO,There is no information on the right to access personal data.,NO,The policy does not inform users of their right to rectification.,NO,There is no mention of the right to erasure.,NO,The policy does not inform users of their right to restrict processing.,NO,There is no information on the right to data portability.,NO,The policy does not inform users of their right to object to processing.,NO,There is no information on the right to withdraw consent.,NO,The policy does not inform users of their right to lodge a complaint.,NO,There is no mention of automated decision-making.,NO,The policy does not mention the use of cookies.,NO,There is no explanation on how to manage or disable cookies.,NO,The policy does not state whether third-party cookies are used.,NO,The policy is not presented in clear language; it is an error message.,NO,The policy is not accessible as it is an error message.,NO,The policy does not provide information on third-party data sources.,success,The privacy policy is an error message and does not provide any of the required information for GDPR compliance.,True
NON_COMPLIANT,40,lupa.bg,,Bulgarian,NO,The policy does not identify the data controller.,NO,There are no contact details provided for the controller.,NO,There is no mention of a Data Protection Officer.,PARTIAL,The policy mentions the use of cookies but does not clearly state all purposes for processing personal data.,PARTIAL,The policy mentions consent but does not specify the legal basis for each processing purpose.,NO,There is no description of legitimate interest.,YES,The policy explains how users can give and withdraw consent.,PARTIAL,The policy does not specify a clear retention period for data.,YES,The policy identifies third-party recipients such as Google Analytics.,YES,The policy states that data may be transferred to Google in the USA.,NO,There is no mention of the right to access personal data.,NO,The policy does not inform users of their right to rectification.,NO,There is no information about the right to erasure.,NO,The policy does not mention the right to restrict processing.,NO,There is no mention of the right to data portability.,NO,The policy does not inform users of their right to object to processing.,YES,The policy explains the right to withdraw consent.,NO,There is no information about the right to lodge a complaint.,NO,There is no mention of automated decision-making.,YES,The policy mentions the use of cookies.,YES,It explains how users can manage or disable cookies.,YES,The policy states that third-party cookies are used.,PARTIAL,The language is mostly clear but could be simplified further.,YES,The policy is easily accessible on the website.,NO,There is no mention of data collected from third parties.,success,"The privacy policy lacks essential information regarding the data controller, user rights, and legal bases for processing, resulting in a low compliance score.",True
NON_COMPLIANT,30,lusa.pt,,Portuguese,YES,"A LUSA – Agência de Notícias de Portugal, S.A., adiante designada por LUSA, é responsável pelo site.",YES,"A LUSA reserva-se o direito de alterar a política de privacidade, pelo que se aconselha a leitura regular deste documento.",NO,The policy does not mention a Data Protection Officer (DPO) or their contact details.,PARTIAL,The policy mentions that personal data is used for identifying and understanding customer preferences but lacks detailed purposes.,PARTIAL,The policy does not specify the legal basis for processing personal data.,NO,There is no mention of legitimate interest as a legal basis.,NO,The policy does not explain how users can give and withdraw consent.,NO,The policy does not specify the data retention period or criteria.,PARTIAL,The policy mentions that personal data may be shared with third parties but does not specify who they are.,NO,There is no mention of international data transfers or safeguards.,NO,The policy does not inform users of their right to access their personal data.,NO,The policy does not inform users of their right to rectification.,NO,The policy does not inform users of their right to erasure.,NO,The policy does not inform users of their right to restrict processing.,NO,The policy does not inform users of their right to data portability.,NO,The policy does not inform users of their right to object to processing.,NO,The policy does not inform users of their right to withdraw consent.,NO,The policy does not inform users of their right to lodge a complaint.,NO,The policy does not mention automated decision-making.,YES,"Utilizamos cookies para armazenar informação, tais como as suas preferências pessoais.",YES,"O utilizador detém o poder de desligar os seus cookies, nas opções do seu browser.",YES,Alguma desta publicidade poderá utilizar tecnologias como os cookies e/ou web beacons.,PARTIAL,The language is mostly clear but could be more straightforward in some sections.,YES,The policy is linked in the footer and is accessible.,NO,The policy does not mention data collected from third parties.,success,"The privacy policy lacks essential information regarding user rights, legal bases for processing, and does not provide adequate transparency about data handling practices.",True
NON_COMPLIANT,0,lutheran.hu,,Hungarian,NO,The policy does not identify the data controller.,NO,There are no contact details provided for the controller.,NO,No Data Protection Officer contact details are mentioned.,NO,The purposes for processing personal data are not stated.,NO,There is no specification of the legal basis for processing.,NO,No legitimate interest is described.,NO,There is no explanation on how users can give or withdraw consent.,NO,The policy does not specify the data retention period.,NO,There are no recipients or categories of recipients identified.,NO,No information on international data transfers is provided.,NO,Users are not informed of their right to access their data.,NO,There is no mention of the right to rectification.,NO,The right to erasure is not mentioned.,NO,Users are not informed of their right to restrict processing.,NO,The right to data portability is not mentioned.,NO,There is no information on the right to object to processing.,NO,The right to withdraw consent is not mentioned.,NO,Users are not informed of their right to lodge a complaint.,NO,There is no mention of automated decision-making.,NO,The policy does not mention the use of cookies.,NO,There is no explanation on how to manage cookies.,NO,The policy does not state whether third-party cookies are used.,PARTIAL,The language is somewhat clear but lacks specific legal clarity.,NO,The policy is not easily accessible.,NO,There is no information on data collected from third parties.,success,"The privacy policy lacks essential elements required by GDPR, including identification of the data controller, contact details, purposes of processing, legal bases, and user rights.",True
PARTIALLY_COMPLIANT,85,luxair.lu,,English,YES,Luxair is identified as the data controller of your personal data.,YES,The policy provides the registered office address and contact details.,YES,Luxair has appointed a Data Protection Officer and provides their contact email.,YES,The policy clearly states the purposes for which personal data is processed.,PARTIAL,The policy specifies some legal bases but does not detail them for each processing purpose.,YES,The policy describes legitimate interests such as improving services and preventing fraud.,YES,It explains how users can unsubscribe from personalized advertisements.,YES,The policy specifies that personal data will be retained as long as necessary for the purposes described.,YES,It identifies categories of third parties that may receive personal data.,YES,The policy describes the safeguards for transferring data outside the EU/EEA.,YES,Users are informed of their right to access their personal data.,YES,The policy informs users of their right to rectify inaccurate data.,YES,It informs users of their right to erasure of personal data.,YES,Users are informed of their right to restrict processing.,YES,The policy informs users of their right to data portability.,YES,It informs users of their right to object to processing for marketing purposes.,YES,The policy explains that users can withdraw consent at any time.,YES,Users are informed of their right to lodge a complaint with a supervisory authority.,NO,The policy does not mention any automated decision-making processes.,YES,The policy mentions the use of cookies.,YES,It provides a link to the Cookies Policy for managing cookies.,PARTIAL,The policy does not explicitly state whether third-party cookies are used.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,The policy does not provide information about data collected from third parties.,success,"The privacy policy is mostly compliant with GDPR requirements, but lacks details on some legal bases for processing and third-party data sources.",False
PARTIALLY_COMPLIANT,92,luxauto.lu,,French,YES,The policy identifies Accessit S.à.r.l. (Luxauto) as the data controller.,YES,Contact details include the address and email of the data controller.,YES,The policy provides the contact details of the Data Protection Officer.,YES,The policy clearly states the purposes for which personal data is processed.,YES,"It specifies the legal basis for each processing purpose, including consent and contractual obligations.",YES,"The legitimate interests are described, such as managing customer relationships.",YES,The policy explains how users can give and withdraw consent.,YES,It specifies the retention periods for different types of data.,YES,"The policy identifies recipients of personal data, including service providers and partners.",YES,It states that data may be transferred outside the EU and describes the safeguards used.,YES,Users are informed of their right to access their personal data.,YES,The policy informs users of their right to rectification.,YES,It informs users of their right to erasure.,YES,Users are informed of their right to restrict processing.,YES,The policy informs users of their right to data portability.,YES,Users are informed of their right to object to processing.,YES,It informs users of their right to withdraw consent at any time.,YES,Users are informed of their right to lodge a complaint with a supervisory authority.,NO,The policy states that automated decision-making does not occur.,YES,The policy mentions the use of cookies.,YES,It explains how users can manage or disable cookies.,YES,The policy states that third-party cookies are used.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,The policy does not mention data collected from third parties.,success,"The privacy policy is largely compliant with GDPR requirements, but it lacks information on third-party data sources.",True
NON_COMPLIANT,0,luxmed.pl,,Polish,NO,The policy does not identify the data controller.,NO,Contact details of the controller are not provided.,NO,There is no mention of a Data Protection Officer.,NO,The purposes for processing personal data are not stated.,NO,The legal basis for processing is not specified.,NO,There is no description of legitimate interest.,NO,There is no explanation on how to give or withdraw consent.,NO,The data retention period is not specified.,NO,Recipients of personal data are not identified.,NO,There is no mention of international data transfers.,NO,Users are not informed of their right to access personal data.,NO,There is no information on the right to rectification.,NO,The right to erasure is not mentioned.,NO,There is no information on the right to restrict processing.,NO,The right to data portability is not addressed.,NO,Users are not informed of their right to object to processing.,NO,There is no mention of the right to withdraw consent.,NO,Users are not informed of their right to lodge a complaint.,NO,There is no mention of automated decision-making.,NO,The policy does not mention the use of cookies.,NO,There is no explanation on managing or disabling cookies.,NO,The policy does not state whether third-party cookies are used.,NO,The language of the policy is not clear or intelligible.,NO,The policy is not easily accessible.,NO,There is no information on data collected from third parties.,success,"The privacy policy lacks essential information required by GDPR, resulting in a non-compliant status.",True
NON_COMPLIANT,10,luxor.cz,,Czech,NO,The policy does not identify the data controller.,NO,Contact details of the controller are not provided.,NO,There is no mention of a Data Protection Officer.,PARTIAL,The purposes for processing are vaguely mentioned but not clearly stated.,NO,The legal basis for processing is not specified.,NO,There is no description of legitimate interest.,NO,The policy does not explain how users can give and withdraw consent.,NO,There is no specification of data retention period.,NO,Recipients of personal data are not identified.,NO,There is no mention of international data transfers.,NO,Users are not informed of their right to access personal data.,NO,The right to rectification is not mentioned.,NO,The right to erasure is not addressed.,NO,The right to restrict processing is not mentioned.,NO,The right to data portability is not included.,NO,The right to object to processing is not mentioned.,NO,The right to withdraw consent is not addressed.,NO,Users are not informed of their right to lodge a complaint.,NO,There is no mention of automated decision-making.,NO,The policy does not mention the use of cookies.,NO,There is no explanation on managing or disabling cookies.,NO,The policy does not state whether third-party cookies are used.,PARTIAL,The language is somewhat clear but could be more straightforward.,YES,The policy is easily accessible on the website.,NO,There is no information on data collected from third parties.,success,"The privacy policy lacks essential information required by GDPR, resulting in a low compliance score.",True
NON_COMPLIANT,0,luxtimes.lu,,English,NO,The policy does not identify the data controller.,NO,There are no contact details provided for the controller.,NO,There is no mention of a Data Protection Officer.,NO,The policy does not state the purposes for which personal data is processed.,NO,There is no specification of the legal basis for processing personal data.,NO,No legitimate interest is described.,NO,There is no explanation on how users can give and withdraw consent.,NO,The policy does not specify any data retention period.,NO,There is no identification of recipients or categories of recipients.,NO,The policy does not mention international data transfers.,NO,Users are not informed of their right to access personal data.,NO,There is no mention of the right to rectification.,NO,The right to erasure is not mentioned.,NO,There is no information on the right to restrict processing.,NO,The right to data portability is not addressed.,NO,Users are not informed of their right to object to processing.,NO,There is no information on the right to withdraw consent.,NO,Users are not informed of their right to lodge a complaint.,NO,There is no mention of automated decision-making.,NO,The policy does not mention the use of cookies.,NO,There is no explanation on how to manage or disable cookies.,NO,The policy does not state whether third-party cookies are used.,YES,The language used is clear and intelligible.,YES,The policy is easily accessible.,NO,There is no information on data collected from third parties.,success,"The privacy policy fails to meet any of the GDPR requirements, indicating a complete lack of compliance.",False
PARTIALLY_COMPLIANT,55,lvbet.pl,,Polish,YES,The policy identifies the data controller as LvbetPL.,PARTIAL,"Contact details are provided, but only partially (e.g., no phone number).",NO,There is no mention of a Data Protection Officer.,YES,The policy clearly states the purposes for which personal data is processed.,PARTIAL,The legal basis is mentioned but not specified for each processing purpose.,NO,There is no description of legitimate interests if used.,NO,The policy does not explain how users can give and withdraw consent.,PARTIAL,The retention period is mentioned but lacks specific criteria.,YES,The policy identifies categories of recipients of personal data.,NO,There is no mention of international data transfers or safeguards.,YES,Users are informed of their right to access their personal data.,YES,The policy informs users of their right to rectification.,YES,Users are informed of their right to erasure.,YES,The right to restrict processing is mentioned.,NO,There is no mention of the right to data portability.,YES,Users are informed of their right to object to processing.,NO,The policy does not inform users of their right to withdraw consent.,YES,Users are informed of their right to lodge a complaint.,NO,There is no mention of automated decision-making.,YES,The policy mentions the use of cookies.,NO,There is no explanation on how to manage or disable cookies.,NO,The policy does not state whether third-party cookies are used.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible.,NO,There is no information about data collected from third parties.,success,"The privacy policy has several compliant elements but lacks critical information regarding consent, DPO contact, and international data transfers, leading to a partially compliant status.",True
PARTIALLY_COMPLIANT,45,lvgmc.lv,,Latvian,PARTIAL,The policy mentions the organization but does not explicitly state it as the data controller.,NO,"Contact details such as address, email, or phone are not provided.",NO,There is no mention of a Data Protection Officer or their contact details.,YES,The policy clearly states the purposes for which personal data is processed.,PARTIAL,"The legal basis for some processing purposes is mentioned, but not all.",NO,There is no description of legitimate interests if used.,NO,The policy does not explain how users can give and withdraw consent.,PARTIAL,The retention period is mentioned but lacks specific criteria.,PARTIAL,The policy identifies some recipients but not all categories.,NO,There is no mention of international data transfers or safeguards.,YES,Users are informed of their right to access their personal data.,YES,The policy informs users of their right to rectify inaccurate data.,YES,Users are informed of their right to erasure.,YES,The policy informs users of their right to restrict processing.,NO,There is no mention of the right to data portability.,NO,The right to object to processing is not mentioned.,NO,The policy does not inform users of their right to withdraw consent.,NO,There is no information about the right to lodge a complaint.,NO,There is no mention of automated decision-making.,NO,The policy does not mention the use of cookies.,NO,There is no explanation on how to manage or disable cookies.,NO,The policy does not state whether third-party cookies are used.,PARTIAL,The language is mostly clear but may contain some legal jargon.,YES,The policy is easily accessible on the website.,NO,There is no information about data collected from third parties.,success,"The privacy policy demonstrates partial compliance with GDPR requirements, lacking in several key areas such as contact details, consent management, and information on rights.",True
NON_COMPLIANT,0,lxml.de,,English,NO,The policy does not identify the data controller.,NO,The policy does not provide contact details for the controller.,NO,There is no mention of a Data Protection Officer.,NO,The policy does not state the purposes for which personal data is processed.,NO,There is no specification of the legal basis for processing personal data.,NO,The policy does not describe any legitimate interest.,NO,There is no explanation on how users can give and withdraw consent.,NO,The policy does not specify the data retention period.,NO,The policy does not identify recipients of personal data.,NO,There is no mention of international data transfers.,NO,The policy does not inform users of their right to access personal data.,NO,There is no information on the right to rectification.,NO,The policy does not inform users of their right to erasure.,NO,There is no mention of the right to restrict processing.,NO,The policy does not inform users of their right to data portability.,NO,There is no information on the right to object to processing.,NO,The policy does not inform users of their right to withdraw consent.,NO,There is no mention of the right to lodge a complaint.,NO,The policy does not mention automated decision-making.,NO,There is no mention of cookies or similar tracking technologies.,NO,The policy does not explain how to manage or disable cookies.,NO,There is no mention of third-party cookies.,YES,The policy is presented in clear and intelligible language.,YES,The policy is easily accessible on the website.,NO,The policy does not provide information on third-party data sources.,success,"The privacy policy lacks essential information required by GDPR, including details about the data controller, purposes of processing, rights of users, and cookie usage.",False
NON_COMPLIANT,10,lycamobile.de,,German,NO,The policy does not identify the data controller.,NO,Contact details of the controller are not provided.,NO,There is no mention of a Data Protection Officer.,PARTIAL,The purposes of processing are vaguely mentioned but not clearly stated.,NO,The legal basis for processing is not specified.,NO,There is no description of legitimate interest.,NO,The policy does not explain how to give or withdraw consent.,NO,Data retention period or criteria are not specified.,NO,Recipients of personal data are not identified.,NO,There is no mention of international data transfers.,NO,Users are not informed of their right to access personal data.,NO,The right to rectification is not mentioned.,NO,The right to erasure is not addressed.,NO,The right to restrict processing is not mentioned.,NO,The right to data portability is not mentioned.,NO,The right to object to processing is not mentioned.,NO,The right to withdraw consent is not mentioned.,NO,The right to lodge a complaint is not mentioned.,NO,There is no mention of automated decision-making.,NO,The use of cookies is not mentioned.,NO,There is no explanation on managing cookies.,NO,The policy does not state whether third-party cookies are used.,PARTIAL,The language is somewhat clear but could be more straightforward.,YES,The policy is easily accessible on the website.,NO,There is no information on data collected from third parties.,success,"The privacy policy lacks essential information required by GDPR, including identification of the data controller, contact details, rights of users, and transparency about data processing.",True
